title_of_posts,links_to_posts,poster_name,forum_name
Vendor 'SuperTrips' was not a scammer ,/post/afa9789dd023e0ab4db3,/u/theHindu  ,/d/DarknetMarketsIndia
  ,/post/d684c80d3b2c2bc95ac9,/u/NaturesBasket  ,/d/DarknetMarketsIndia
Anyone who successfully recieved their weed? (Domestic or International)   ,/post/3824b77130527a3695f1,/u/dreadfam100  ,/d/DarknetMarketsIndia
Giveaway Winners!   ,/post/bd3209c2a13f267ddbf3,/u/netflixprime  ,/d/DarknetMarketsIndia
ShoppersStop is the go-to guy!!   ,/post/3bb90175d1d484d204ad,/u/netflixprime  ,/d/DarknetMarketsIndia
METHAMPHETAMINE AND MEPHEDRONE FOR SALE   ,/post/4f166cd7790c98cfdaeb,/u/twistypaawji  ,/d/DarknetMarketsIndia
Versus was hacked and funds in escrow were stolen. ,/post/77dc451fdac083b953ca,/u/youronlinepharma  ,/d/DarknetMarketsIndia
  ,/post/e5dd789195bac3c21705,/u/thebiglez  ,/d/DarknetMarketsIndia
USPS resumes   ,/post/5dd227b8e411231a513d,/u/asta10  ,/d/DarknetMarketsIndia
NL TO IND   ,/post/84459c7f5de7be069641,/u/asta10  ,/d/DarknetMarketsIndia
highbaba2   ,/post/333a0a80209026d87d1c,/u/dkoo7  ,/d/DarknetMarketsIndia
International order arrived!   ,/post/92f6245d5f3aefaada2c,/u/potatomushroom  ,/d/DarknetMarketsIndia
Vendor Review : NaturesBasket   ,/post/5a49412b7405ec4c8070,/u/youronlinepharma  ,/d/DarknetMarketsIndia
Introducing powdered ketamine and further reduction in prices of vials   ,/post/0d373bfe468c03797c1f,/u/turing2020  ,/d/DarknetMarketsIndia
Ganza Hai ?   ,/post/e5bbc7578ed3de1e75a3,/u/babaji5555  ,/d/DarknetMarketsIndia
Nature's Basket Legit ?   ,/post/acc3e6f05c8e562ab197,/u/ameeshaposbo  ,/d/DarknetMarketsIndia
HOW about ordering xtc INTL now ( not in bulk )!!!!!!!!!!   ,/post/18733d7e6add30308227,/u/NaturesBasket  ,/d/DarknetMarketsIndia
Watch out for our new listings   ,/post/e961f95e13bd32c60fa6,/u/dkoo7  ,/d/DarknetMarketsIndia
shoppersstop.....!!!!   ,/post/7adbdff2ce75bf48a83e,/u/discopotato1234  ,/d/DarknetMarketsIndia
radarbreeder any insight anyone?   ,/post/308e41de072e41c38292,/u/NaturesBasket  ,/d/DarknetMarketsIndia
SHOP OPEN GIVEAWAY!!   ,/post/86b20976bbdf50fac928,/u/netflixprime  ,/d/DarknetMarketsIndia
MEAW MEAW and CRYSTAL METH   ,/post/5d5d6b0fcdf0ec95e468,/u/netflixprime  ,/d/DarknetMarketsIndia
1st AND ONLY INDIAN VENDOR TO SELL CRYSTAL METH AND MEAW MEAW   ,/post/f4caf5d14ce0a0f64704,/u/xman0510  ,/d/DarknetMarketsIndia
Is ordering seeds an issue now?   ,/post/940414e121b95b6b5b79,/u/netflixprime  ,/d/DarknetMarketsIndia
MeawMeaw and crystal meth   ,/post/e44a6de9927b9ee06f4b,/u/KrezekLSDD  ,/d/DarknetMarketsIndia
Patience is Key Rn :)   ,/post/ef44ee45530495504e55,/u/empirem476  ,/d/DarknetMarketsIndia
Which market has the cheapest vendor bond?   ,/post/b622fe0ce8bff1ae3df7,/u/Tandav666  ,/d/DarknetMarketsIndia
customs issue!!!!   ,/post/cc65d36e4238eee7f0d9,/u/boykaklr  ,/d/DarknetMarketsIndia
Is herbalco still active?   ,/post/96913fe5ec098ea034bc,/u/Kam1kaze  ,/d/DarknetMarketsIndia
NamasteLSD Site   ,/post/060378bddf69372f1473,/u/daerdmedread  ,/d/DarknetMarketsIndia
PsychBaba review   ,/post/b0c284bb38c7e10b7055,/u/no_name666  ,/d/DarknetMarketsIndia
Another PsychBaba review - 300ug Hoffmans   ,/post/302691d15f465243a16b,/u/groggyplato  ,/d/DarknetMarketsIndia
namastelsd   ,/post/273b49895cb5e887e34f,/u/discopotato1234  ,/d/DarknetMarketsIndia
darth678 Hash review   ,/post/47e9f92df3b93816dfcc,/u/groggyplato  ,/d/DarknetMarketsIndia
[JOB - MULTI] PUBG Mobile Custom Hack Developer Minimal ASAP ,/post/9b199973a7d8b0e3db3b,/u/kalekaam  ,/d/DarknetMarketsIndia
  ,/post/b208d16bb8aeb1539c0e,/u/[deleted]  ,/d/DarknetMarketsIndia
PLEASE DO NOT ORDER ANY INTL PACKAGES - CUSTOMS ARE SERIOUS !   ,/post/9ba6391ca479eeee6e6e,/u/ZanyX  ,/d/DarknetMarketsIndia
SKIMMER   ,/post/b51a13786eaa01646d10,/u/username69321  ,/d/DarknetMarketsIndia
Any MDMA / Pills in the domestic scene right  now ?   ,/post/1eb49cccc6f7fb33cad5,/u/ichoca  ,/d/DarknetMarketsIndia
How many of you would be interested in a domestic source of mescaline cactus?   ,/post/d4b5560a4c85783be017,/u/xcb23  ,/d/DarknetMarketsIndia
Any experience with RedRagleTeam?   ,/post/032ff9edecddfb2c9630,/u/ameeshaposbo  ,/d/DarknetMarketsIndia
vendors for spike weed ?? domestic scene   ,/post/12ac5b663c03beba0b3c,/u/Anakinop  ,/d/DarknetMarketsIndia
Chennai customs and Europe parcels   ,/post/88313860a3b9b8af783b,/u/hotbox420  ,/d/DarknetMarketsIndia
Domestic Dro Drought   ,/post/10614839f25239912d2e,/u/[deleted]  ,/d/DarknetMarketsIndia
who's selling dope ?   ,/post/68fe87d7482ac384eee9,/u/CaliShitOnlyy  ,/d/DarknetMarketsIndia
Successful domestic/international coke scene for IN   ,/post/b4b142552e858891256f,/u/highlyhazard  ,/d/DarknetMarketsIndia
Why are so many vendors on that app that starts with W? isn't it bad OPSEC?   ,/post/a0db2124d3526a3406fd,/u/ichoca  ,/d/DarknetMarketsIndia
Does anyone have the DS-3.0 crystal in India?   ,/post/db7e6694815f9e73ae1a,/u/ichoca  ,/d/DarknetMarketsIndia
One more bust from chennai customs   ,/post/39c11673463a93dee057,/u/Anakinop  ,/d/DarknetMarketsIndia
Anyone getting their packages from Namaste?   ,/post/543b484ebd2cd2bb797a,/u/SometimesHappy  ,/d/DarknetMarketsIndia
"I know there's so many posts about international shipment, but has anyone recieved packs from MrAcid   ",/post/9962e73fbc83932861c3,/u/twofac3  ,/d/DarknetMarketsIndia
Psychbaba review- Not just a great dealer. A beautiful human being.   ,/post/b9ac8e55be6367c1afd2,/u/keyupnotlockdown  ,/d/DarknetMarketsIndia
Aceeeed in domesitc scece ?   ,/post/4f06817004c89a7844bf,/u/urdnub  ,/d/DarknetMarketsIndia
ℱootball ⚽ ℱactory ,/post/df414b512dfe5d2967f2,/u/FootballFactory  ,/d/DarknetMarketsIndia
  ,/post/dffff938f85425f9f95a,/u/assaboy96  ,/d/DarknetMarketsIndia
Which is the best wallet to store our BTC?   ,/post/1f5268a6dc13593300b5,/u/turing2020  ,/d/DarknetMarketsIndia
Royalmail Posts   ,/post/2a53dddab638a3874bb3,/u/shadowculprit  ,/d/DarknetMarketsIndia
Psychbaba came through.   ,/post/21e095e49046911cd67e,/u/[deleted]  ,/d/DarknetMarketsIndia
Trip Reports   ,/post/eebbcac36722b5570c9b,/u/obtusepow  ,/d/DarknetMarketsIndia
ShoppersStop   ,/post/555a101e51c8821e1833,/u/alphamanhash  ,/d/DarknetMarketsIndia
domestics weed for 1000 a gram??   ,/post/41f00b7bf6e059b23def,/u/degrees45  ,/d/DarknetMarketsIndia
INTERNATIONAL POSTAL SERVICES(fadedfork)   ,/post/ca0133cd49b7b653adbc,/u/[deleted]  ,/d/DarknetMarketsIndia
PSYCHBABA is the GUCCI OF DNM SCENE CURRENTLY- A VENDOR REVIEW!   ,/post/ae7c5ba7d1e0047b96a0,/u/zodiac2204  ,/d/DarknetMarketsIndia
Posts from US/Europe   ,/post/b91a37d92866634a2e30,/u/EyesWide0pen  ,/d/DarknetMarketsIndia
[Vendor Review] darjeeling1 (KET & Adderall)   ,/post/20e246653933fdcd6a41,/u/rjprimee  ,/d/DarknetMarketsIndia
shopprstop finally!   ,/post/829db87756e6ea185872,/u/smogfog  ,/d/DarknetMarketsIndia
International parcel bulk arrived safe after 35 days of transit   ,/post/626a6b19d4a388778945,/u/[deleted]  ,/d/DarknetMarketsIndia
Psychbaba (DD) First order review   ,/post/6c9f5357bb5def943c8e,/u/username69321  ,/d/DarknetMarketsIndia
DREAD MADE IT TO INTERPOL AND WE KNOW HOW THEY BLEND IN restricted files here hahaha ,/post/da5603f37b5454e2340a,/u/PsychBaba  ,/d/DarknetMarketsIndia
  ,/post/0a8fd0ecfe7478caa7ec,/u/twofac3  ,/d/DarknetMarketsIndia
Vendor Review Psychbaba (DD)   ,/post/31cf7afe5794bbde160d,/u/ghosttits  ,/d/DarknetMarketsIndia
International weed vendor   ,/post/11b850d3082240c663fa,/u/dkoo7  ,/d/DarknetMarketsIndia
fadedfork   ,/post/bac460e6cb1d4a547c96,/u/asifalam  ,/d/DarknetMarketsIndia
how to test mdma at home ?   ,/post/f0a1109042e7ed0be4e6,/u/assaboy96  ,/d/DarknetMarketsIndia
NEED HELP BUYING BTC   ,/post/092410e40cd57cb0b2d4,/u/weedboys420  ,/d/DarknetMarketsIndia
Thinking about vending some domestic weed   ,/post/d956468e9f0b2210d833,/u/abby27  ,/d/DarknetMarketsIndia
Domestic weed normal quality   ,/post/566006d2cea1386ad862,/u/igniteindia  ,/d/DarknetMarketsIndia
Recomendation for International Vendors.   ,/post/f50ea6e0b96c11cac713,/u/krandhi  ,/d/DarknetMarketsIndia
SCAMMER ALERT! on Empire Market . Vendor: JackTheShipper.   ,/post/d15c6bd06a767b1aa6e3,/u/ChicaBomb  ,/d/DarknetMarketsIndia
Domestic Cocaine seller   ,/post/87e272a9276d86bbdac4,/u/xcb23  ,/d/DarknetMarketsIndia
Darjeeling - Ketamine Review   ,/post/4030fa7004cf3c5ec52a,/u/eye2eye  ,/d/DarknetMarketsIndia
Finally from Namastelsd   ,/post/c9bf11be12e60318286a,/u/Stylz14  ,/d/DarknetMarketsIndia
zhennai customs are in fire!!!   ,/post/ff49d25801677ccebbbc,/u/xcb23  ,/d/DarknetMarketsIndia
Darth - LSD Review   ,/post/6f27c5292a6a9a9c9421,/u/obtusepow  ,/d/DarknetMarketsIndia
NCB SMS   ,/post/d4333815154bca160c3a,/u/Anakinop  ,/d/DarknetMarketsIndia
Netherland to India   ,/post/a52c85fd5bc574fcf106,/u/toto1909  ,/d/DarknetMarketsIndia
is reveiwing nbome25i not allowed ? he delivered   ,/post/0fe0765e30934454e6fa,/u/King_Crimson  ,/d/DarknetMarketsIndia
"Is 100 pills a ""getting yourself arrested order'   ",/post/4676edcd086d7ba3ce1f,/u/J999  ,/d/DarknetMarketsIndia
Are Shoppersstop's shrooms good?   ,/post/b68661bc135b0c797e87,/u/jambuban  ,/d/DarknetMarketsIndia
Fuel prices hiked for 20th straight day; Petrol price reach nearly Rs 80 per litre   ,/post/d3177b292708defc1018,/u/ShoppersStop  ,/d/DarknetMarketsIndia
NEED URGENT HELP SPAIN SHIPPING PLEASE   ,/post/688ecebb5d9226e6b0ac,/u/highlyhazard  ,/d/DarknetMarketsIndia
jungleboysofficial.com   ,/post/03787b408b7a69bb84c8,/u/discopotato1234  ,/d/DarknetMarketsIndia
LSD on empire   ,/post/b250522107df3df41b6d,/u/zodiac2204  ,/d/DarknetMarketsIndia
Anyone received package from NamasteLSD on this pandemic?   ,/post/b3569e32b590c1471f20,/u/mariadharaman123  ,/d/DarknetMarketsIndia
Buying from SOS Handle   ,/post/8cdee8443d3ddbf0f83d,/u/dreadfam100  ,/d/DarknetMarketsIndia
LSD Storage  and International Vendors   ,/post/99ecfc0e20a30c3c24e0,/u/indiedreamer  ,/d/DarknetMarketsIndia
Best international lsd vendor to order to india   ,/post/5615b9e1e18322449cf0,/u/mariadharaman123  ,/d/DarknetMarketsIndia
Guide for shipping weed domestically   ,/post/053ca4d8b2275ded2a83,/u/indiedreamer  ,/d/DarknetMarketsIndia
Link To Buy Cheap Apple Products   ,/post/a8e637e92e89697e64a6,/u/luffyhoay  ,/d/DarknetMarketsIndia
Shipping brand new iPhone 11 Pro Max 256gb to India   ,/post/3c190c36953b498cd1d9,/u/createfoundation  ,/d/DarknetMarketsIndia
PSA-fake jungle boys packs sold by herbalco and now he isnt replying !   ,/post/32ffd13e37012b9a6ea4,/u/[deleted]  ,/d/DarknetMarketsIndia
Which domestic vendor has the purest/cleanest acid?   ,/post/4cc2b9d8bd1803482c0e,/u/Tgnc420  ,/d/DarknetMarketsIndia
Fadedfork   ,/post/0983a394fa25c1d650e0,/u/BabaJJW  ,/d/DarknetMarketsIndia
Does anyone know Queenofflower ?   ,/post/47589e782906862c1527,/u/babaji5555  ,/d/DarknetMarketsIndia
KETAMINE PRICES REDUCED: ₹3000 a gram || Available on Versus and White House Market   ,/post/fc62c5983d45fa8c285a,/u/Darjeeling  ,/d/DarknetMarketsIndia
"need expertise, suggestions and knowledgeable insight of veteran bulk buyers and vendors   ",/post/d761c1cd3a2a86310d6d,/u/boykaklr  ,/d/DarknetMarketsIndia
looking for pill press   ,/post/a733cbbddcf642ae7759,/u/dopedro  ,/d/DarknetMarketsIndia
Intl Vendors who ship to India - Pot/Strain/Hydro/Cannabis   ,/post/54b65ecf97a029376cd9,/u/acescracked92  ,/d/DarknetMarketsIndia
Looking for a vendor that can ship Ketamine from India or pakistan. ,/post/e7f0fcc940ec556b4093,/u/popsmokeshot  ,/d/DarknetMarketsIndia
  ,/post/5afe22ccc021fd984916,/u/killerboyx  ,/d/DarknetMarketsIndia
ordered for first time through DD from /u/shoppersstop   ,/post/343816d9b515e2173b57,/u/greatiq  ,/d/DarknetMarketsIndia
Domestic vendor for hash??   ,/post/67f5ee6ecbca840ae470,/u/avianca052  ,/d/DarknetMarketsIndia
Vendor review: /u/darjeeling ,/post/deaee992790ba54d2b2e,/u/DomesticDog  ,/d/DarknetMarketsIndia
  ,/post/8e7f3cb064cedf38826b,/u/DreadWarhol  ,/d/DarknetMarketsIndia
Addressee not present Registered post   ,/post/e61d1b6cf794376a2e35,/u/powderhome  ,/d/DarknetMarketsIndia
Most reliable markets/vendors around right now?   ,/post/06b081da51f826d93ca5,/u/eye2eye  ,/d/DarknetMarketsIndia
Indian Supplier   ,/post/68ec7473ab7f877d845f,/u/noobieboobiesmokesadoobie  ,/d/DarknetMarketsIndia
Fadedfork (UK to IN)   ,/post/a7d31bd6f6f8c340cd21,/u/paulokoylo  ,/d/DarknetMarketsIndia
International LSD?   ,/post/ebc7b93d51f451a027e8,/u/paulokoylo  ,/d/DarknetMarketsIndia
"which domestic vendor have LSD Right now  ,Need some bottler ASAP....   ",/post/37df84037503eb56675c,/u/daerdmedread  ,/d/DarknetMarketsIndia
"When INDIA Going to live, Not happening any thing to india, No deliveries. REPLY ASAP....... ",/post/9e3acf5209106b3d5c09,/u/babaji5555  ,/d/DarknetMarketsIndia
  ,/post/100ba1389cd4b0357e0c,/u/toto1909  ,/d/DarknetMarketsIndia
psychedelicmonk>> verified or not?   ,/post/83a0e51d0cb2afa6dc20,/u/zodiac2204  ,/d/DarknetMarketsIndia
NEED DOMESTIC BUDS !!   ,/post/1fc889ed0f17c58c1818,/u/whodatdoobaby  ,/d/DarknetMarketsIndia
Tantrikom39   ,/post/e23cc59b1669f26cd072,/u/noobieboobiesmokesadoobie  ,/d/DarknetMarketsIndia
NamasteLSD   ,/post/4da782c51469ab516de7,/u/filthonacid  ,/d/DarknetMarketsIndia
Packs from Spain arriving?   ,/post/5074db49f2701b0c886f,/u/highlyhazard  ,/d/DarknetMarketsIndia
ℱootball ⚽ ℱactory India   ,/post/18e8047956588dbbf166,/u/FootballFactory  ,/d/DarknetMarketsIndia
GOOD TIME TO ORDER FROM UK?   ,/post/baafea33c8d293f7e61b,/u/thewoods  ,/d/DarknetMarketsIndia
Customs scrutiny: Which city in India has the least strict customs?   ,/post/1e44923a203870a7d68b,/u/boompothead420  ,/d/DarknetMarketsIndia
Any Vendor Reviews? - HpfromTj   ,/post/6e985c1983b18052c039,/u/zoro1103  ,/d/DarknetMarketsIndia
Giveaway announcement (ketamine vials)   ,/post/d0c9709abaad87467764,/u/youronlinepharma  ,/d/DarknetMarketsIndia
NamasteLSD order received!!   ,/post/9b32f7d12ae93f3b8164,/u/tylerdurdun121  ,/d/DarknetMarketsIndia
Adderall 30mg   ,/post/27f662610cf8295e4792,/u/J999  ,/d/DarknetMarketsIndia
What is the future of DNM in India if government bans crypto?   ,/post/0f6b289236fa3bfae1d2,/u/skarcid  ,/d/DarknetMarketsIndia
Is domestic Mail working everywhere In India?   ,/post/9e2e0f0ffdd69f8569c2,/u/BADDY  ,/d/DarknetMarketsIndia
Darth678 query   ,/post/0884a0b4ba1775eaaa63,/u/Psyth  ,/d/DarknetMarketsIndia
SHILLONG WEED   ,/post/64de7fa09e1f0ea0ac20,/u/toto1909  ,/d/DarknetMarketsIndia
2-Cb in the domestic scene for the first time by PSYCHBABA   ,/post/cc0575bce0686e14ea4c,/u/whodatdoobaby  ,/d/DarknetMarketsIndia
VENDOR TECHIEHERE   ,/post/17f65084a7d11b61eb54,/u/indianlord  ,/d/DarknetMarketsIndia
"Another bust by desh ki rajdhani ke customs (4.6kg) ! firse kisi chutiye ne private courier ka upyog kiya,dhyan rakho lund katt jaeyga   ",/post/1f3ed2f81d52bf174dd2,/u/hateyouguyssisterfucker  ,/d/DarknetMarketsIndia
DOMESTIC BUDS AND HASH VENDOR   ,/post/8af2f5ba38a4b6eb3ff6,/u/faceice101  ,/d/DarknetMarketsIndia
Packs from US   ,/post/3537ba9e26ce42aff235,/u/LEsuckmycock  ,/d/DarknetMarketsIndia
Pill BUSTED BY CUSTOMS   ,/post/b793169fb375241eadc8,/u/Anakinop  ,/d/DarknetMarketsIndia
COVID-19 SALE !!!!  WEED SALE !   ,/post/420b0e1418d99aa955a1,/u/techiehere  ,/d/DarknetMarketsIndia
are international orders making it to India????  if delay then what are the cities that have a delay   ,/post/df31abcfef3ebfb40f8e,/u/candyflip265485  ,/d/DarknetMarketsIndia
Things to do until the Den is reopened ,/post/cf891bffdc4dbebf27a1,/u/TTTz  ,/d/DarknetMarketsIndia
  ,/post/83639b27fb87b6cbb42c,/u/discopotato1234  ,/d/DarknetMarketsIndia
darth678   ,/post/0a36b0c0a5dbd90cb1d0,/u/mariadharaman123  ,/d/DarknetMarketsIndia
Royal Mail start shipping to india?   ,/post/63f58a82bb2c5ece378e,/u/asta10  ,/d/DarknetMarketsIndia
Busted   ,/post/cef6362d4da1ec0a86b5,/u/theczar  ,/d/DarknetMarketsIndia
Folks who ordered bud from darth678   ,/post/ad3a1e826495644fe120,/u/boompothead420  ,/d/DarknetMarketsIndia
darth678 1st order   ,/post/9857757915eca3ed0d4f,/u/Mandingo6699  ,/d/DarknetMarketsIndia
SPORE PRINTS   ,/post/38fb659d7c236592d8d2,/u/highlyhazard  ,/d/DarknetMarketsIndia
Help with vendor review Connectingbrit please   ,/post/1d849d82c174139041d0,/u/genusdry  ,/d/DarknetMarketsIndia
Vendor Review || Darjeeling   ,/post/b24e4ee6488095908756,/u/darknethunter  ,/d/DarknetMarketsIndia
Made 50k fe to herbalco on weekr   ,/post/17d62bf93119745290a2,/u/BabaJJW  ,/d/DarknetMarketsIndia
LucySkyDiamond's   ,/post/87b8cadb7e070c808ad9,/u/FootballFactory  ,/d/DarknetMarketsIndia
Empire Market: FOOTBALL FACTORY - A New Mondial Cartel!   ,/post/ac687143c942d249b435,/u/DarkFoxMarket  ,/d/DarknetMarketsIndia
DARKFOX MARKET - NEW WAY OF DARKNET TRADING   ,/post/ec5fae61074f6554f901,/u/[deleted]  ,/d/DarknetMarketsIndia
nl to ind deliver   ,/post/ea3163d053778845c0a2,/u/EZEKIELRO  ,/d/DarknetMarketsIndia
international MDMA vendors   ,/post/013241b0d7dbc92e0153,/u/paulokoylo  ,/d/DarknetMarketsIndia
Willing to order bottler From NamasteLSD Now   ,/post/022a90bfb31af722447e,/u/mariadharaman123  ,/d/DarknetMarketsIndia
Chaiwala govt banning cryptocurrencies in india.   ,/post/7f2be4c20718fafb52e2,/u/whodatdoobaby  ,/d/DarknetMarketsIndia
Did anyone recieve from shopperstop recently?   ,/post/1ee0d0e9eaf0da507299,/u/xyphan  ,/d/DarknetMarketsIndia
Cocaine seller in india   ,/post/3bfff6cc0d747ee7704f,/u/Tandav666  ,/d/DarknetMarketsIndia
2nd Giveaway Announcement!   ,/post/13b76f0b030cb9c18a2e,/u/NaturesBasket  ,/d/DarknetMarketsIndia
How to buy Keatmine locally?   ,/post/375bbb73816f16da2446,/u/xyphan  ,/d/DarknetMarketsIndia
???? COVID-19 SALE ????  WEED SALE ! EXOTIC   ,/post/f470f27f4d58c1c7d0a9,/u/techiehere  ,/d/DarknetMarketsIndia
Darth Really Need your Help   ,/post/b8bb6b9f118ad16c94c4,/u/marijuanagod  ,/d/DarknetMarketsIndia
bulkonly   ,/post/f8a360d238fbd9ffd77c,/u/[deleted]  ,/d/DarknetMarketsIndia
Nl TO IND   ,/post/824dde70d80e128d5d71,/u/[deleted]  ,/d/DarknetMarketsIndia
'OpSec is a lifestyle.' ,/post/431552e1578504a16ece,/u/notabot0  ,/d/DarknetMarketsIndia
  ,/post/30d2667f02337fdb7341,/u/GaramChai  ,/d/DarknetMarketsIndia
Thank you for reporting scammers and potential scammers. Bans have been executed.   ,/post/9862f92d40d2436fc9fc,/u/[deleted]  ,/d/DarknetMarketsIndia
DARTH678 IS A SCAMMER!!   ,/post/61dc1f17e955571cf244,/u/[deleted]  ,/d/DarknetMarketsIndia
SCAMMER ALLERT!! darth678 and shroomsindia same person!!!   ,/post/a97a2c55dd3077545645,/u/J999  ,/d/DarknetMarketsIndia
Empire Market makes a Million Euros each Day   ,/post/307a889aa01242027365,/u/shpongleundone  ,/d/DarknetMarketsIndia
Looking for new LSD vendor; MrAcid came recommended in our DNMiIndia community; if anyone have previous experience with MrAcid please share?   ,/post/e4aefa7fc24861067651,/u/queensaffire  ,/d/DarknetMarketsIndia
DMT - Interesting drung to know about.   ,/post/48f0354a28454c7a76cc,/u/groggyplato  ,/d/DarknetMarketsIndia
Question re: Bouncing Mail   ,/post/7ef281c039fbca564cf4,/u/discopotato1234  ,/d/DarknetMarketsIndia
darth678   ,/post/1d407362a8c25c5909bd,/u/J999  ,/d/DarknetMarketsIndia
India Plans to Ban Crypto!! ,/post/b0345e03a86a6ba0a2cb,/u/Tgnc420  ,/d/DarknetMarketsIndia
  ,/post/ca45f1f7f12ce305d304,/u/BrazCoke  ,/d/DarknetMarketsIndia
Any vendor who has weed in stock domestically currently?   ,/post/c82de7407d4839762734,/u/noobieboobiesmokesadoobie  ,/d/DarknetMarketsIndia
✪ PROMO SALE NEW VENDOR!!! $30 1G SAMPLE OF COKE | FREE SHIPPING | ✪ Only 8 Pieces [FULL ESCROW] ,/post/4a57c41263fe6ef4f3d6,/u/discopotato1234  ,/d/DarknetMarketsIndia
MY FRIEND ORDERED ON MY NAME AT MY PREVIOUS ADDRESS   ,/post/857b41705b28fe5746ad,/u/nigginparis  ,/d/DarknetMarketsIndia
"Tails hacked by Facebook, FBI, and private company ",/post/adfc5201526428176e0e,/u/DthVdr  ,/d/DarknetMarketsIndia
  ,/post/36467caac8c11dcb21a8,/u/Onlydmtfromtj  ,/d/DarknetMarketsIndia
HpfromTj 5 Years Birthday Discount! 5 Years pure white crystal dmt we are proud of it   ,/post/30b51b9f9dd2d3a40a02,/u/[deleted]  ,/d/DarknetMarketsIndia
No one got M in Domestic Scene right now ?   ,/post/03a4392c3bbb4dc18486,/u/OnionUrl  ,/d/DarknetMarketsIndia
India to Expand Darknet Policing Amid ‘Operation Trace’ Arrests ,/post/3a0dafc58be2420bd46e,/u/tomboyy  ,/d/DarknetMarketsIndia
  ,/post/0bb445c27a0e66bad568,/u/[deleted]  ,/d/DarknetMarketsIndia
SEEDS   ,/post/8ac2fb128477f5f6078f,/u/[deleted]  ,/d/DarknetMarketsIndia
how to install tails...please help?   ,/post/1b73c122ed7b651696fc,/u/[deleted]  ,/d/DarknetMarketsIndia
drugs with the most reselling potential ?   ,/post/c7c8e2cda18b6f810fde,/u/ameeshaposbo  ,/d/DarknetMarketsIndia
buying bitcoins anonymously ?   ,/post/632ff06edd2ea8309420,/u/youronlinepharma  ,/d/DarknetMarketsIndia
Guys international shipping is working now.   ,/post/ec377509f533092e0f26,/u/Mandingo6699  ,/d/DarknetMarketsIndia
PURE PHARMACEUTICAL KETAMINE VIALS FOR 21$ ONLY ON VERSUS MARKET! IN-IN ONLY   ,/post/fe0de2054f50e516fa0d,/u/seeker2020  ,/d/DarknetMarketsIndia
Sending weed locally   ,/post/ffe3e2ef465394da7c88,/u/TiharJail  ,/d/DarknetMarketsIndia
Drug Routes Tool ,/post/5fc56f14462ccaefdf0b,/u/TiharJail  ,/d/DarknetMarketsIndia
  ,/post/7b0a22f426d761dd2916,/u/[deleted]  ,/d/DarknetMarketsIndia
This forum doesnt allow Hitman services.   ,/post/f477578592426a36e487,/u/paulokoylo  ,/d/DarknetMarketsIndia
Special Service.   ,/post/8c584fba958665171e82,/u/gagk  ,/d/DarknetMarketsIndia
help.......TMG register?   ,/post/eb9340d3ea633217dd8b,/u/thewoods  ,/d/DarknetMarketsIndia
"Which are the best trusted vendors for DirectDeal(DD) ,International and Domestic,.. Comment   ",/post/2fc771a74a03c288fc1a,/u/pajeetmin  ,/d/DarknetMarketsIndia
uttrakhand hash available in ncr   ,/post/737841e4a0bcbbecc897,/u/desipablo97  ,/d/DarknetMarketsIndia
Local vendors for Hash?   ,/post/977145ba5445bbf735f4,/u/EyesWide0pen  ,/d/DarknetMarketsIndia
POST NL   ,/post/9c981367796f879f23c4,/u/Anakinop  ,/d/DarknetMarketsIndia
Shipping Buds to Sri Lanka   ,/post/c12d4a39606c59a871cb,/u/Kam1kaze  ,/d/DarknetMarketsIndia
Guys we NEED a dn Bible for indian users.   ,/post/f47709e1c413dc5b77b0,/u/noobsterlvl2  ,/d/DarknetMarketsIndia
dark the road   ,/post/3af75992df7e519cf1c5,/u/harrystone420  ,/d/DarknetMarketsIndia
is carding a thing in india ?   ,/post/2311f0e5db0904d69d79,/u/[deleted]  ,/d/DarknetMarketsIndia
unknown tracking status need help   ,/post/44356edab8165b9963a4,/u/jsyuri  ,/d/DarknetMarketsIndia
Did anyone got international package after lockdown start   ,/post/9e3a589f9f9e64c6010c,/u/paulokoylo  ,/d/DarknetMarketsIndia
Scammed by local user under name of- indsource or budplug or darkstar   ,/post/c009269ce6bc5c5aecc9,/u/FadedYogi  ,/d/DarknetMarketsIndia
"PSYCHEDELIC ENCYCLOPEDIA || PART - 3 || SET, SETTING & INTENTION   ",/post/4a021c7fc082adf27464,/u/junkiekid42O  ,/d/DarknetMarketsIndia
HpfromTj 5 Years Birthday Discount! 5 Years pure white crystal dmt we are proud of it ,/post/437715bf0dab2d80a8de,/u/Onlydmtfromtj  ,/d/DarknetMarketsIndia
  ,/post/321f94c73c8628aabf5f,/u/kayblack101  ,/d/DarknetMarketsIndia
Need Some Help!   ,/post/88c40056ec6899b6e58d,/u/darkops  ,/d/DarknetMarketsIndia
Intl Cargo   ,/post/bceb521cc8c3d532e26d,/u/Tgnc420  ,/d/DarknetMarketsIndia
Public Safety alert: Huge cannabis bust by customs in the Capital sent via a private courier most likely FedEx   ,/post/c5d9f50c667c32fc249f,/u/EZEKIELRO  ,/d/DarknetMarketsIndia
WHAT HAPPENS TO THE INTERNATIONAL POST WHICH ARE UNABLE TO REACH DURING THIS PANDEMIC ?   ,/post/66e800f4380fc33f3e98,/u/paulokoylo  ,/d/DarknetMarketsIndia
